religion,total,geo_code,geo_level,geo_version
Others,403,62,district,2016
Bahai,0,9004,local,2016
Bon,0,9004,local,2016
Buddism,3458,9004,local,2016
Christianity,212,9004,local,2016
Hindu,10451,9004,local,2016
Islam,10,9004,local,2016
Jainism,0,9004,local,2016
Kirat,4086,9004,local,2016
Prakriti,2,9004,local,2016
Sikhism,0,9004,local,2016
Others,16,9004,local,2016
Bahai,0,9001,local,2016
Bon,1,9001,local,2016
Buddism,5176,9001,local,2016
Christianity,90,9001,local,2016
Hindu,195,9001,local,2016
Islam,0,9001,local,2016
Jainism,0,9001,local,2016
Kirat,1105,9001,local,2016
Prakriti,2,9001,local,2016
Sikhism,0,9001,local,2016
Others,7,9001,local,2016
Bahai,0,9010,local,2016
Bon,0,9010,local,2016
Buddism,402,9010,local,2016
Christianity,419,9010,local,2016
Hindu,832,9010,local,2016
Islam,0,9010,local,2016
Jainism,0,9010,local,2016
Kirat,10146,9010,local,2016
Prakriti,3,9010,local,2016
Sikhism,0,9010,local,2016
Others,10,9010,local,2016
Bahai,0,9007,local,2016
Bon,1,9007,local,2016
Buddism,5472,9007,local,2016
Christianity,435,9007,local,2016
Hindu,1700,9007,local,2016
Islam,3,9007,local,2016
Jainism,0,9007,local,2016
Kirat,5942,9007,local,2016
Prakriti,12,9007,local,2016
Sikhism,0,9007,local,2016
Others,7,9007,local,2016
Bahai,0,9006,local,2016
Bon,0,9006,local,2016
Buddism,3490,9006,local,2016
Christianity,90,9006,local,2016
Hindu,7913,9006,local,2016
Islam,0,9006,local,2016
Jainism,0,9006,local,2016
Kirat,2934,9006,local,2016
Prakriti,12,9006,local,2016
Sikhism,0,9006,local,2016
Others,34,9006,local,2016
Bahai,1,9002,local,2016
Bon,1,9002,local,2016
Buddism,7779,9002,local,2016
Christianity,376,9002,local,2016
Hindu,13254,9002,local,2016
Islam,1,9002,local,2016
Jainism,34,9002,local,2016
Kirat,5874,9002,local,2016
Prakriti,25,9002,local,2016
Sikhism,0,9002,local,2016
Others,117,9002,local,2016
Bahai,0,9005,local,2016
Bon,1,9005,local,2016
Buddism,6565,9005,local,2016
Christianity,441,9005,local,2016
Hindu,19633,9005,local,2016
Islam,24,9005,local,2016
Jainism,36,9005,local,2016
Kirat,4571,9005,local,2016
Prakriti,104,9005,local,2016
Sikhism,0,9005,local,2016
Others,159,9005,local,2016
Bahai,0,9003,local,2016
Bon,0,9003,local,2016
Buddism,2550,9003,local,2016
Christianity,86,9003,local,2016
Hindu,909,9003,local,2016
Islam,1,9003,local,2016
Jainism,0,9003,local,2016
Kirat,3495,9003,local,2016
Prakriti,1,9003,local,2016
Sikhism,0,9003,local,2016
Others,23,9003,local,2016
Bahai,0,9008,local,2016
Bon,0,9008,local,2016
Buddism,4717,9008,local,2016
Christianity,68,9008,local,2016
Hindu,9033,9008,local,2016
Islam,1,9008,local,2016
Jainism,0,9008,local,2016
Kirat,3679,9008,local,2016
Prakriti,4,9008,local,2016
Sikhism,0,9008,local,2016
Others,19,9008,local,2016
Bahai,0,9009,local,2016
Bon,0,9009,local,2016
Buddism,2645,9009,local,2016
Christianity,114,9009,local,2016
Hindu,3906,9009,local,2016
Islam,1,9009,local,2016
Jainism,0,9009,local,2016
Kirat,3811,9009,local,2016
Prakriti,4,9009,local,2016
Sikhism,0,9009,local,2016
Others,11,9009,local,2016
Bahai,12,75,district,2016
Bon,17,75,district,2016
Buddism,38473,75,district,2016
Christianity,7589,75,district,2016
Hindu,230421,75,district,2016
Islam,2168,75,district,2016
Jainism,0,75,district,2016
Kirat,31401,75,district,2016
Prakriti,6695,75,district,2016
Sikhism,1,75,district,2016
Others,755,75,district,2016
Bahai,0,14006,local,2016
Bon,2,14006,local,2016
Buddism,2997,14006,local,2016
Christianity,205,14006,local,2016
Hindu,8596,14006,local,2016
Islam,0,14006,local,2016
Jainism,0,14006,local,2016
Kirat,1978,14006,local,2016
Prakriti,754,14006,local,2016
Sikhism,0,14006,local,2016
Others,35,14006,local,2016
Bahai,0,14004,local,2016
Bon,0,14004,local,2016
Buddism,5792,14004,local,2016
Christianity,634,14004,local,2016
Hindu,13934,14004,local,2016
Islam,8,14004,local,2016
Jainism,0,14004,local,2016
Kirat,2913,14004,local,2016
Prakriti,166,14004,local,2016
Sikhism,0,14004,local,2016
Others,34,14004,local,2016
Bahai,0,14007,local,2016
Bon,11,14007,local,2016
Buddism,6691,14007,local,2016
Christianity,1713,14007,local,2016
Hindu,73107,14007,local,2016
Islam,1342,14007,local,2016
Jainism,0,14007,local,2016
Kirat,4865,14007,local,2016
Prakriti,1001,14007,local,2016
Sikhism,0,14007,local,2016
Others,237,14007,local,2016
Bahai,5,14001,local,2016
Bon,1,14001,local,2016
Buddism,3086,14001,local,2016
Christianity,1604,14001,local,2016
Hindu,30224,14001,local,2016
Islam,42,14001,local,2016
Jainism,0,14001,local,2016
Kirat,7379,14001,local,2016
Prakriti,88,14001,local,2016
Sikhism,0,14001,local,2016
Others,21,14001,local,2016
Bahai,0,14005,local,2016
Bon,0,14005,local,2016
Buddism,433,14005,local,2016
Christianity,318,14005,local,2016
Hindu,6831,14005,local,2016
Islam,1,14005,local,2016
Jainism,0,14005,local,2016
Kirat,4351,14005,local,2016
Prakriti,0,14005,local,2016
Sikhism,0,14005,local,2016
Others,58,14005,local,2016
Bahai,1,14003,local,2016
Bon,0,14003,local,2016
Buddism,7888,14003,local,2016
Christianity,785,14003,local,2016
Hindu,41334,14003,local,2016
Islam,466,14003,local,2016
Jainism,0,14003,local,2016
Kirat,2080,14003,local,2016
Prakriti,3830,14003,local,2016
Sikhism,0,14003,local,2016
Others,161,14003,local,2016
Bahai,0,14008,local,2016
Bon,2,14008,local,2016
Buddism,8763,14008,local,2016
Christianity,1091,14008,local,2016
Hindu,19659,14008,local,2016
Islam,21,14008,local,2016
Jainism,0,14008,local,2016
Kirat,1114,14008,local,2016
Prakriti,4,14008,local,2016
Sikhism,1,14008,local,2016
Others,125,14008,local,2016
Bahai,6,14002,local,2016
Bon,1,14002,local,2016
Buddism,2823,14002,local,2016
Christianity,1239,14002,local,2016
Hindu,36736,14002,local,2016
Islam,288,14002,local,2016
Jainism,0,14002,local,2016
Kirat,6721,14002,local,2016
Prakriti,852,14002,local,2016
Sikhism,0,14002,local,2016
Others,84,14002,local,2016
Bahai,9,51,district,2016
Bon,35,51,district,2016
Buddism,22383,51,district,2016
Christianity,3036,51,district,2016
Hindu,65810,51,district,2016
Islam,55,51,district,2016
Jainism,5,51,district,2016
Kirat,99809,51,district,2016
Prakriti,250,51,district,2016
Sikhism,0,51,district,2016
Others,425,51,district,2016
Bahai,1,2004,local,2016
Bon,0,2004,local,2016
Buddism,727,2004,local,2016
Christianity,153,2004,local,2016
Hindu,7998,2004,local,2016
Islam,1,2004,local,2016
Jainism,0,2004,local,2016
Kirat,7198,2004,local,2016
Prakriti,3,2004,local,2016
Sikhism,0,2004,local,2016
Others,38,2004,local,2016
Bahai,1,2001,local,2016
Bon,0,2001,local,2016
Buddism,3008,2001,local,2016
Christianity,784,2001,local,2016
Hindu,4526,2001,local,2016
Islam,4,2001,local,2016
Jainism,0,2001,local,2016
Kirat,13507,2001,local,2016
Prakriti,7,2001,local,2016
Sikhism,0,2001,local,2016
Others,47,2001,local,2016
Bahai,3,2003,local,2016
Bon,0,2003,local,2016
Buddism,2801,2003,local,2016
Christianity,214,2003,local,2016
Hindu,11446,2003,local,2016
Islam,2,2003,local,2016
Jainism,0,2003,local,2016
Kirat,8309,2003,local,2016
Prakriti,155,2003,local,2016
Sikhism,0,2003,local,2016
Others,24,2003,local,2016
Bahai,1,2005,local,2016
Bon,1,2005,local,2016
Buddism,3720,2005,local,2016
Christianity,313,2005,local,2016
Hindu,6459,2005,local,2016
Islam,3,2005,local,2016
Jainism,2,2005,local,2016
Kirat,14036,2005,local,2016
Prakriti,13,2005,local,2016
Sikhism,0,2005,local,2016
Others,108,2005,local,2016
Bahai,2,2006,local,2016
Bon,0,2006,local,2016
Buddism,6670,2006,local,2016
Christianity,826,2006,local,2016
Hindu,17505,2006,local,2016
Islam,34,2006,local,2016
Jainism,3,2006,local,2016
Kirat,24929,2006,local,2016
Prakriti,44,2006,local,2016
Sikhism,0,2006,local,2016
Others,151,2006,local,2016
Bahai,1,2008,local,2016
Bon,1,2008,local,2016
Buddism,739,2008,local,2016
Christianity,305,2008,local,2016
Hindu,7515,2008,local,2016
Islam,0,2008,local,2016
Jainism,0,2008,local,2016
Kirat,9774,2008,local,2016
Prakriti,5,2008,local,2016
Sikhism,0,2008,local,2016
Others,13,2008,local,2016
Bahai,0,2007,local,2016
Bon,0,2007,local,2016
Buddism,1688,2007,local,2016
Christianity,238,2007,local,2016
Hindu,5154,2007,local,2016
Islam,8,2007,local,2016
Jainism,0,2007,local,2016
Kirat,6355,2007,local,2016
Prakriti,3,2007,local,2016
Sikhism,0,2007,local,2016
Others,8,2007,local,2016
Bahai,0,2002,local,2016
Bon,33,2002,local,2016
Buddism,3030,2002,local,2016
Christianity,203,2002,local,2016
Hindu,5207,2002,local,2016
Islam,3,2002,local,2016
Jainism,0,2002,local,2016
Kirat,15701,2002,local,2016
Prakriti,20,2002,local,2016
Sikhism,0,2002,local,2016
Others,36,2002,local,2016
Bahai,3,74,district,2016
Bon,4,74,district,2016
Buddism,12725,74,district,2016
Christianity,1041,74,district,2016
Hindu,52992,74,district,2016
Islam,31,74,district,2016
Jainism,0,74,district,2016
Kirat,34469,74,district,2016
Prakriti,148,74,district,2016
Sikhism,0,74,district,2016
Others,164,74,district,2016
Bahai,0,8001,local,2016
Bon,0,8001,local,2016
Buddism,3813,8001,local,2016
Christianity,165,8001,local,2016
Hindu,10828,8001,local,2016
Islam,3,8001,local,2016
Jainism,0,8001,local,2016
Kirat,6743,8001,local,2016
Prakriti,137,8001,local,2016
Sikhism,0,8001,local,2016
Others,58,8001,local,2016
Bahai,1,8005,local,2016
Bon,2,8005,local,2016
Buddism,2703,8005,local,2016
Christianity,272,8005,local,2016
Hindu,11511,8005,local,2016
Islam,22,8005,local,2016
Jainism,0,8005,local,2016
Kirat,5806,8005,local,2016
Prakriti,0,8005,local,2016
Sikhism,0,8005,local,2016
Others,20,8005,local,2016
Bahai,1,8003,local,2016
Bon,1,8003,local,2016
Buddism,2859,8003,local,2016
Christianity,312,8003,local,2016
Hindu,8617,8003,local,2016
Islam,5,8003,local,2016
Jainism,0,8003,local,2016
Kirat,5194,8003,local,2016
Prakriti,3,8003,local,2016
Sikhism,0,8003,local,2016
Others,8,8003,local,2016
Bahai,0,8004,local,2016
Bon,0,8004,local,2016
Buddism,1065,8004,local,2016
Christianity,49,8004,local,2016
Hindu,3218,8004,local,2016
Islam,0,8004,local,2016
Jainism,0,8004,local,2016
Kirat,3741,8004,local,2016
Prakriti,0,8004,local,2016
Sikhism,0,8004,local,2016
Others,5,8004,local,2016
Bahai,0,8006,local,2016
Bon,1,8006,local,2016
Buddism,857,8006,local,2016
Christianity,108,8006,local,2016
Hindu,9695,8006,local,2016
Islam,1,8006,local,2016
Jainism,0,8006,local,2016
Kirat,6998,8006,local,2016
Prakriti,7,8006,local,2016
Sikhism,0,8006,local,2016
Others,33,8006,local,2016
Bahai,1,8002,local,2016
Bon,0,8002,local,2016
Buddism,1428,8002,local,2016
Christianity,135,8002,local,2016
Hindu,9123,8002,local,2016
Islam,0,8002,local,2016
Jainism,0,8002,local,2016
Kirat,5987,8002,local,2016
Prakriti,1,8002,local,2016
Sikhism,0,8002,local,2016
Others,40,8002,local,2016
Bahai,44,26,district,2016
Bon,29,26,district,2016
Buddism,44366,26,district,2016
Christianity,7252,26,district,2016
Hindu,129141,26,district,2016
Islam,229,26,district,2016
Jainism,6,26,district,2016
Kirat,103350,26,district,2016
Prakriti,3896,26,district,2016
Sikhism,2,26,district,2016
Others,1939,26,district,2016
Bahai,2,3009,local,2016
Bon,0,3009,local,2016
Buddism,4480,3009,local,2016
Christianity,466,3009,local,2016
Hindu,3881,3009,local,2016
Islam,0,3009,local,2016
Jainism,0,3009,local,2016
Kirat,7182,3009,local,2016
Prakriti,32,3009,local,2016
Sikhism,0,3009,local,2016
Others,22,3009,local,2016
Bahai,1,3001,local,2016
Bon,2,3001,local,2016
Buddism,1196,3001,local,2016
Christianity,743,3001,local,2016
Hindu,8467,3001,local,2016
Islam,10,3001,local,2016
Jainism,0,3001,local,2016
Kirat,10281,3001,local,2016
Prakriti,72,3001,local,2016
Sikhism,0,3001,local,2016
Others,641,3001,local,2016
Bahai,2,3007,local,2016
Bon,0,3007,local,2016
Buddism,545,3007,local,2016
Christianity,742,3007,local,2016
Hindu,3947,3007,local,2016
Islam,0,3007,local,2016
Jainism,0,3007,local,2016
Kirat,13198,3007,local,2016
Prakriti,13,3007,local,2016
Sikhism,0,3007,local,2016
Others,87,3007,local,2016
Bahai,7,3003,local,2016
Bon,1,3003,local,2016
Buddism,3036,3003,local,2016
Christianity,111,3003,local,2016
Hindu,10155,3003,local,2016
Islam,6,3003,local,2016
Jainism,0,3003,local,2016
Kirat,8236,3003,local,2016
Prakriti,22,3003,local,2016
Sikhism,0,3003,local,2016
Others,45,3003,local,2016
Bahai,5,3006,local,2016
Bon,1,3006,local,2016
Buddism,3510,3006,local,2016
Christianity,156,3006,local,2016
Hindu,10304,3006,local,2016
Islam,3,3006,local,2016
Jainism,0,3006,local,2016
Kirat,6396,3006,local,2016
Prakriti,665,3006,local,2016
Sikhism,0,3006,local,2016
Others,24,3006,local,2016
Bahai,5,3005,local,2016
Bon,1,3005,local,2016
Buddism,4893,3005,local,2016
Christianity,1545,3005,local,2016
Hindu,13056,3005,local,2016
Islam,18,3005,local,2016
Jainism,0,3005,local,2016
Kirat,13083,3005,local,2016
Prakriti,78,3005,local,2016
Sikhism,0,3005,local,2016
Others,531,3005,local,2016
Bahai,3,3008,local,2016
Bon,3,3008,local,2016
Buddism,2694,3008,local,2016
Christianity,730,3008,local,2016
Hindu,8190,3008,local,2016
Islam,37,3008,local,2016
Jainism,0,3008,local,2016
Kirat,6444,3008,local,2016
Prakriti,970,3008,local,2016
Sikhism,0,3008,local,2016
Others,64,3008,local,2016
Bahai,12,3004,local,2016
Bon,6,3004,local,2016
Buddism,6794,3004,local,2016
Christianity,1233,3004,local,2016
Hindu,28794,3004,local,2016
Islam,60,3004,local,2016
Jainism,3,3004,local,2016
Kirat,11948,3004,local,2016
Prakriti,220,3004,local,2016
Sikhism,0,3004,local,2016
Others,260,3004,local,2016
Bahai,0,3002,local,2016
Bon,1,3002,local,2016
Buddism,5558,3002,local,2016
Christianity,398,3002,local,2016
Hindu,15916,3002,local,2016
Islam,7,3002,local,2016
Jainism,0,3002,local,2016
Kirat,10943,3002,local,2016
Prakriti,16,3002,local,2016
Sikhism,0,3002,local,2016
Others,88,3002,local,2016
Bahai,7,3010,local,2016
Bon,14,3010,local,2016
Buddism,11660,3010,local,2016
Christianity,1128,3010,local,2016
Hindu,26431,3010,local,2016
Islam,88,3010,local,2016
Jainism,3,3010,local,2016
Kirat,15639,3010,local,2016
Prakriti,1808,3010,local,2016
Sikhism,2,3010,local,2016
Others,177,3010,local,2016
Bahai,0,49,district,2016
Bon,6,49,district,2016
Buddism,26175,49,district,2016
Christianity,1363,49,district,2016
Hindu,104711,49,district,2016
Islam,26,49,district,2016
Jainism,11,49,district,2016
Kirat,15156,49,district,2016
Prakriti,90,49,district,2016
Sikhism,0,49,district,2016
Others,446,49,district,2016
Bahai,0,12008,local,2016
Bon,2,12008,local,2016
Buddism,3632,12008,local,2016
Christianity,12,12008,local,2016
Hindu,12905,12008,local,2016
Islam,0,12008,local,2016
Jainism,0,12008,local,2016
Kirat,1950,12008,local,2016
Prakriti,3,12008,local,2016
Sikhism,0,12008,local,2016
Others,54,12008,local,2016
Bahai,0,12001,local,2016
Bon,0,12001,local,2016
Buddism,1468,12001,local,2016
Christianity,120,12001,local,2016
Hindu,16927,12001,local,2016
Islam,10,12001,local,2016
Jainism,0,12001,local,2016
Kirat,4,12001,local,2016
Prakriti,29,12001,local,2016
Sikhism,0,12001,local,2016
Others,103,12001,local,2016
Bahai,0,12002,local,2016
Bon,1,12002,local,2016
Buddism,971,12002,local,2016
Christianity,84,12002,local,2016
Hindu,12264,12002,local,2016
Islam,4,12002,local,2016
Jainism,0,12002,local,2016
Kirat,1827,12002,local,2016
Prakriti,0,12002,local,2016
Sikhism,0,12002,local,2016
Others,55,12002,local,2016
Bahai,0,12004,local,2016
Bon,0,12004,local,2016
Buddism,1545,12004,local,2016
Christianity,120,12004,local,2016
Hindu,12321,12004,local,2016
Islam,0,12004,local,2016
Jainism,0,12004,local,2016
Kirat,19,12004,local,2016
Prakriti,3,12004,local,2016
Sikhism,0,12004,local,2016
Others,49,12004,local,2016
Bahai,0,12007,local,2016
Bon,1,12007,local,2016
Buddism,5485,12007,local,2016
Christianity,205,12007,local,2016
Hindu,20990,12007,local,2016
Islam,10,12007,local,2016
Jainism,10,12007,local,2016
Kirat,2038,12007,local,2016
Prakriti,38,12007,local,2016
Sikhism,0,12007,local,2016
Others,67,12007,local,2016
Bahai,0,12005,local,2016
Bon,0,12005,local,2016
Buddism,1769,12005,local,2016
Christianity,196,12005,local,2016
Hindu,10767,12005,local,2016
Islam,0,12005,local,2016
Jainism,0,12005,local,2016
Kirat,8291,12005,local,2016
Prakriti,2,12005,local,2016
Sikhism,0,12005,local,2016
Others,68,12005,local,2016
Bahai,0,12003,local,2016
Bon,1,12003,local,2016
Buddism,6765,12003,local,2016
Christianity,417,12003,local,2016
Hindu,8070,12003,local,2016
Islam,1,12003,local,2016
Jainism,1,12003,local,2016
Kirat,13,12003,local,2016
Prakriti,14,12003,local,2016
Sikhism,0,12003,local,2016
Others,9,12003,local,2016
Bahai,0,12006,local,2016
Bon,1,12006,local,2016
Buddism,4540,12006,local,2016
Christianity,209,12006,local,2016
Hindu,10467,12006,local,2016
Islam,1,12006,local,2016
Jainism,0,12006,local,2016
Kirat,1014,12006,local,2016
Prakriti,1,12006,local,2016
Sikhism,0,12006,local,2016
Others,41,12006,local,2016
Bahai,17,37,district,2016
Bon,4,37,district,2016
Buddism,15120,37,district,2016
Christianity,4318,37,district,2016
Hindu,121278,37,district,2016
Islam,43,37,district,2016
Jainism,0,37,district,2016
Kirat,64745,37,district,2016
Prakriti,127,37,district,2016
Sikhism,0,37,district,2016
Others,660,37,district,2016
Bahai,0,13006,local,2016
Bon,0,13006,local,2016
Buddism,1472,13006,local,2016
Christianity,1935,13006,local,2016
Hindu,4910,13006,local,2016
Islam,0,13006,local,2016
Jainism,0,13006,local,2016
Kirat,6935,13006,local,2016
Prakriti,3,13006,local,2016
Sikhism,0,13006,local,2016
Others,33,13006,local,2016
Bahai,0,13010,local,2016
Bon,0,13010,local,2016
Buddism,919,13010,local,2016
Christianity,50,13010,local,2016
Hindu,6503,13010,local,2016
Islam,0,13010,local,2016
Jainism,0,13010,local,2016
Kirat,4084,13010,local,2016
Prakriti,0,13010,local,2016
Sikhism,0,13010,local,2016
Others,38,13010,local,2016
Bahai,6,13004,local,2016
Bon,1,13004,local,2016
Buddism,794,13004,local,2016
Christianity,991,13004,local,2016
Hindu,16383,13004,local,2016
Islam,17,13004,local,2016
Jainism,0,13004,local,2016
Kirat,11337,13004,local,2016
Prakriti,3,13004,local,2016
Sikhism,0,13004,local,2016
Others,43,13004,local,2016
Bahai,0,13001,local,2016
Bon,1,13001,local,2016
Buddism,2537,13001,local,2016
Christianity,341,13001,local,2016
Hindu,9583,13001,local,2016
Islam,1,13001,local,2016
Jainism,0,13001,local,2016
Kirat,3574,13001,local,2016
Prakriti,8,13001,local,2016
Sikhism,0,13001,local,2016
Others,53,13001,local,2016
Bahai,0,13002,local,2016
Bon,0,13002,local,2016
Buddism,2666,13002,local,2016
Christianity,154,13002,local,2016
Hindu,8150,13002,local,2016
Islam,0,13002,local,2016
Jainism,0,13002,local,2016
Kirat,3312,13002,local,2016
Prakriti,6,13002,local,2016
Sikhism,0,13002,local,2016
Others,61,13002,local,2016
Bahai,0,13008,local,2016
Bon,0,13008,local,2016
Buddism,876,13008,local,2016
Christianity,51,13008,local,2016
Hindu,11220,13008,local,2016
Islam,0,13008,local,2016
Jainism,0,13008,local,2016
Kirat,1217,13008,local,2016
Prakriti,0,13008,local,2016
Sikhism,0,13008,local,2016
Others,5,13008,local,2016
Bahai,6,13003,local,2016
Bon,0,13003,local,2016
Buddism,1197,13003,local,2016
Christianity,53,13003,local,2016
Hindu,12777,13003,local,2016
Islam,0,13003,local,2016
Jainism,0,13003,local,2016
Kirat,5975,13003,local,2016
Prakriti,13,13003,local,2016
Sikhism,0,13003,local,2016
Others,154,13003,local,2016
Bahai,1,13007,local,2016
Bon,1,13007,local,2016
Buddism,1017,13007,local,2016
Christianity,125,13007,local,2016
Hindu,14534,13007,local,2016
Islam,1,13007,local,2016
Jainism,0,13007,local,2016
Kirat,6666,13007,local,2016
Prakriti,81,13007,local,2016
Sikhism,0,13007,local,2016
Others,59,13007,local,2016
Bahai,0,13005,local,2016
Bon,0,13005,local,2016
Buddism,380,13005,local,2016
Christianity,134,13005,local,2016
Hindu,8654,13005,local,2016
Islam,0,13005,local,2016
Jainism,0,13005,local,2016
Kirat,6324,13005,local,2016
Prakriti,3,13005,local,2016
Sikhism,0,13005,local,2016
Others,24,13005,local,2016
Bahai,4,13009,local,2016
Bon,1,13009,local,2016
Buddism,3262,13009,local,2016
Christianity,484,13009,local,2016
Hindu,28564,13009,local,2016
Islam,24,13009,local,2016
Jainism,0,13009,local,2016
Kirat,15321,13009,local,2016
Prakriti,10,13009,local,2016
Sikhism,0,13009,local,2016
Others,190,13009,local,2016
Bahai,1,73,district,2016
Bon,609,73,district,2016
Buddism,26154,73,district,2016
Christianity,1873,73,district,2016
Hindu,45758,73,district,2016
Islam,2,73,district,2016
Jainism,0,73,district,2016
Kirat,52728,73,district,2016
Prakriti,23,73,district,2016
Sikhism,0,73,district,2016
Others,313,73,district,2016
Bahai,0,1005,local,2016
Bon,7,1005,local,2016
Buddism,2709,1005,local,2016
Christianity,339,1005,local,2016
Hindu,1540,1005,local,2016
Islam,0,1005,local,2016
Jainism,0,1005,local,2016
Kirat,7392,1005,local,2016
Prakriti,2,1005,local,2016
Sikhism,0,1005,local,2016
Others,28,1005,local,2016
Bahai,0,1002,local,2016
Bon,1,1002,local,2016
Buddism,4477,1002,local,2016
Christianity,39,1002,local,2016
Hindu,1594,1002,local,2016
Islam,0,1002,local,2016
Jainism,0,1002,local,2016
Kirat,4956,1002,local,2016
Prakriti,1,1002,local,2016
Sikhism,0,1002,local,2016
Others,26,1002,local,2016
Bahai,0,1006,local,2016
Bon,29,1006,local,2016
Buddism,5667,1006,local,2016
Christianity,493,1006,local,2016
Hindu,12268,1006,local,2016
Islam,1,1006,local,2016
Jainism,0,1006,local,2016
Kirat,8103,1006,local,2016
Prakriti,4,1006,local,2016
Sikhism,0,1006,local,2016
Others,61,1006,local,2016
Bahai,0,1007,local,2016
Bon,119,1007,local,2016
Buddism,906,1007,local,2016
Christianity,260,1007,local,2016
Hindu,5333,1007,local,2016
Islam,0,1007,local,2016
Jainism,0,1007,local,2016
Kirat,5458,1007,local,2016
Prakriti,7,1007,local,2016
Sikhism,0,1007,local,2016
Others,16,1007,local,2016
Bahai,0,1004,local,2016
Bon,0,1004,local,2016
Buddism,3038,1004,local,2016
Christianity,105,1004,local,2016
Hindu,2343,1004,local,2016
Islam,0,1004,local,2016
Jainism,0,1004,local,2016
Kirat,3670,1004,local,2016
Prakriti,2,1004,local,2016
Sikhism,0,1004,local,2016
Others,2,1004,local,2016
Bahai,0,1008,local,2016
Bon,45,1008,local,2016
Buddism,752,1008,local,2016
Christianity,203,1008,local,2016
Hindu,8465,1008,local,2016
Islam,0,1008,local,2016
Jainism,0,1008,local,2016
Kirat,6270,1008,local,2016
Prakriti,2,1008,local,2016
Sikhism,0,1008,local,2016
Others,69,1008,local,2016
Bahai,0,1009,local,2016
Bon,0,1009,local,2016
Buddism,989,1009,local,2016
Christianity,126,1009,local,2016
Hindu,7220,1009,local,2016
Islam,0,1009,local,2016
Jainism,0,1009,local,2016
Kirat,5207,1009,local,2016
Prakriti,1,1009,local,2016
Sikhism,0,1009,local,2016
Others,48,1009,local,2016
Bahai,0,1003,local,2016
Bon,1,1003,local,2016
Buddism,4198,1003,local,2016
Christianity,245,1003,local,2016
Hindu,2224,1003,local,2016
Islam,1,1003,local,2016
Jainism,0,1003,local,2016
Kirat,6584,1003,local,2016
Prakriti,0,1003,local,2016
Sikhism,0,1003,local,2016
Others,31,1003,local,2016
Bahai,1,1001,local,2016
Bon,407,1001,local,2016
Buddism,3418,1001,local,2016
Christianity,63,1001,local,2016
Hindu,4771,1001,local,2016
Islam,0,1001,local,2016
Jainism,0,1001,local,2016
Kirat,5088,1001,local,2016
Prakriti,4,1001,local,2016
Sikhism,0,1001,local,2016
Others,32,1001,local,2016
Bahai,235,43,district,2016
Bon,94,43,district,2016
Buddism,39873,43,district,2016
Christianity,15849,43,district,2016
Hindu,774905,43,district,2016
Islam,45755,43,district,2016
Jainism,970,43,district,2016
Kirat,63213,43,district,2016
Prakriti,21755,43,district,2016
Sikhism,21,43,district,2016
Others,2700,43,district,2016
Bahai,50,5015,local,2016
Bon,15,5015,local,2016
Buddism,4361,5015,local,2016
Christianity,994,5015,local,2016
Hindu,66930,5015,local,2016
Islam,1341,5015,local,2016
Jainism,7,5015,local,2016
Kirat,5018,5015,local,2016
Prakriti,1780,5015,local,2016
Sikhism,0,5015,local,2016
Others,125,5015,local,2016
Bahai,1,5010,local,2016
Bon,2,5010,local,2016
Buddism,5859,5010,local,2016
Christianity,2772,5010,local,2016
Hindu,14932,5010,local,2016
Islam,104,5010,local,2016
Jainism,0,5010,local,2016
Kirat,8930,5010,local,2016
Prakriti,130,5010,local,2016
Sikhism,0,5010,local,2016
Others,52,5010,local,2016
Bahai,2,5014,local,2016
Bon,2,5014,local,2016
Buddism,943,5014,local,2016
Christianity,390,5014,local,2016
Hindu,45998,5014,local,2016
Islam,4300,5014,local,2016
Jainism,1,5014,local,2016
Kirat,1539,5014,local,2016
Prakriti,2137,5014,local,2016
Sikhism,0,5014,local,2016
Others,106,5014,local,2016
Bahai,169,5003,local,2016
Bon,0,5003,local,2016
Buddism,262,5003,local,2016
Christianity,196,5003,local,2016
Hindu,37956,5003,local,2016
Islam,2307,5003,local,2016
Jainism,7,5003,local,2016
Kirat,305,5003,local,2016
Prakriti,654,5003,local,2016
Sikhism,0,5003,local,2016
Others,115,5003,local,2016
Bahai,3,5017,local,2016
Bon,15,5017,local,2016
Buddism,4302,5017,local,2016
Christianity,1177,5017,local,2016
Hindu,40955,5017,local,2016
Islam,336,5017,local,2016
Jainism,0,5017,local,2016
Kirat,4966,5017,local,2016
Prakriti,2755,5017,local,2016
Sikhism,0,5017,local,2016
Others,187,5017,local,2016
Bahai,0,5016,local,2016
Bon,0,5016,local,2016
Buddism,704,5016,local,2016
Christianity,334,5016,local,2016
Hindu,37912,5016,local,2016
Islam,8467,5016,local,2016
Jainism,5,5016,local,2016
Kirat,726,5016,local,2016
Prakriti,2383,5016,local,2016
Sikhism,0,5016,local,2016
Others,227,5016,local,2016
Bahai,0,5007,local,2016
Bon,53,5007,local,2016
Buddism,2663,5007,local,2016
Christianity,914,5007,local,2016
Hindu,27679,5007,local,2016
Islam,174,5007,local,2016
Jainism,0,5007,local,2016
Kirat,4442,5007,local,2016
Prakriti,1994,5007,local,2016
Sikhism,0,5007,local,2016
Others,122,5007,local,2016
Bahai,3,5001,local,2016
Bon,1,5001,local,2016
Buddism,5273,5001,local,2016
Christianity,1033,5001,local,2016
Hindu,48114,5001,local,2016
Islam,223,5001,local,2016
