disability,geo_code,geo_level,sex,total,geo_version
Mental disable,11004,local,Female,2,2016
Mental disable,11004,local,Male,0,2016
Multiple disable,11004,local,Female,5,2016
Multiple disable,11004,local,Male,3,2016
No disability,11004,local,Female,2791,2016
No disability,11004,local,Male,2570,2016
Physical,11004,local,Female,34,2016
Physical,11004,local,Male,54,2016
Speech problem,11004,local,Female,8,2016
Speech problem,11004,local,Male,5,2016
Blind/low vision,11003,local,Female,14,2016
Blind/low vision,11003,local,Male,12,2016
Deaf/hard of hearing,11003,local,Female,25,2016
Deaf/hard of hearing,11003,local,Male,28,2016
Deaf-Blind,11003,local,Female,5,2016
Deaf-Blind,11003,local,Male,7,2016
Intellectual disable,11003,local,Female,3,2016
Intellectual disable,11003,local,Male,0,2016
Mental disable,11003,local,Female,7,2016
Mental disable,11003,local,Male,4,2016
Multiple disable,11003,local,Female,9,2016
Multiple disable,11003,local,Male,8,2016
No disability,11003,local,Female,4381,2016
No disability,11003,local,Male,4375,2016
Physical,11003,local,Female,27,2016
Physical,11003,local,Male,39,2016
Speech problem,11003,local,Female,25,2016
Speech problem,11003,local,Male,20,2016
Blind/low vision,11008,local,Female,15,2016
Blind/low vision,11008,local,Male,7,2016
Deaf/hard of hearing,11008,local,Female,30,2016
Deaf/hard of hearing,11008,local,Male,28,2016
Deaf-Blind,11008,local,Female,2,2016
Deaf-Blind,11008,local,Male,2,2016
Intellectual disable,11008,local,Female,2,2016
Intellectual disable,11008,local,Male,2,2016
Mental disable,11008,local,Female,12,2016
Mental disable,11008,local,Male,9,2016
Multiple disable,11008,local,Female,9,2016
Multiple disable,11008,local,Male,14,2016
No disability,11008,local,Female,4692,2016
No disability,11008,local,Male,4570,2016
Physical,11008,local,Female,47,2016
Physical,11008,local,Male,51,2016
Speech problem,11008,local,Female,21,2016
Speech problem,11008,local,Male,17,2016
Blind/low vision,11005,local,Female,8,2016
Blind/low vision,11005,local,Male,13,2016
Deaf/hard of hearing,11005,local,Female,10,2016
Deaf/hard of hearing,11005,local,Male,15,2016
Deaf-Blind,11005,local,Female,3,2016
Deaf-Blind,11005,local,Male,3,2016
Intellectual disable,11005,local,Female,4,2016
Intellectual disable,11005,local,Male,6,2016
Mental disable,11005,local,Female,3,2016
Mental disable,11005,local,Male,6,2016
Multiple disable,11005,local,Female,5,2016
Multiple disable,11005,local,Male,9,2016
No disability,11005,local,Female,5754,2016
No disability,11005,local,Male,5514,2016
Physical,11005,local,Female,33,2016
Physical,11005,local,Male,42,2016
Speech problem,11005,local,Female,13,2016
Speech problem,11005,local,Male,11,2016
Blind/low vision,11002,local,Female,28,2016
Blind/low vision,11002,local,Male,26,2016
Deaf/hard of hearing,11002,local,Female,46,2016
Deaf/hard of hearing,11002,local,Male,72,2016
Deaf-Blind,11002,local,Female,3,2016
Deaf-Blind,11002,local,Male,7,2016
Intellectual disable,11002,local,Female,7,2016
Intellectual disable,11002,local,Male,6,2016
Mental disable,11002,local,Female,13,2016
Mental disable,11002,local,Male,10,2016
Multiple disable,11002,local,Female,28,2016
Multiple disable,11002,local,Male,29,2016
No disability,11002,local,Female,6670,2016
No disability,11002,local,Male,6257,2016
Physical,11002,local,Female,59,2016
Physical,11002,local,Male,88,2016
Speech problem,11002,local,Female,31,2016
Speech problem,11002,local,Male,34,2016
Blind/low vision,6,province,Female,4332,2016
Blind/low vision,6,province,Male,4211,2016
Deaf/hard of hearing,6,province,Female,4285,2016
Deaf/hard of hearing,6,province,Male,4877,2016
Deaf-Blind,6,province,Female,354,2016
Deaf-Blind,6,province,Male,388,2016
Intellectual disable,6,province,Female,378,2016
Intellectual disable,6,province,Male,483,2016
Mental disable,6,province,Female,852,2016
Mental disable,6,province,Male,923,2016
Multiple disable,6,province,Female,1411,2016
Multiple disable,6,province,Male,1574,2016
No disability,6,province,Female,779046,2016
No disability,6,province,Male,727195,2016
Physical,6,province,Female,8825,2016
Physical,6,province,Male,11755,2016
Speech problem,6,province,Female,1818,2016
Speech problem,6,province,Male,2535,2016
Blind/low vision,14,district,Female,725,2016
Blind/low vision,14,district,Male,716,2016
Deaf/hard of hearing,14,district,Female,565,2016
Deaf/hard of hearing,14,district,Male,624,2016
Deaf-Blind,14,district,Female,53,2016
Deaf-Blind,14,district,Male,60,2016
Intellectual disable,14,district,Female,59,2016
Intellectual disable,14,district,Male,81,2016
Mental disable,14,district,Female,113,2016
Mental disable,14,district,Male,135,2016
Multiple disable,14,district,Female,196,2016
Multiple disable,14,district,Male,237,2016
No disability,14,district,Female,131326,2016
No disability,14,district,Male,121923,2016
Physical,14,district,Female,1430,2016
Physical,14,district,Male,1917,2016
Speech problem,14,district,Female,287,2016
Speech problem,14,district,Male,408,2016
Blind/low vision,60001,local,Female,84,2016
Blind/low vision,60001,local,Male,65,2016
Deaf/hard of hearing,60001,local,Female,53,2016
Deaf/hard of hearing,60001,local,Male,66,2016
Deaf-Blind,60001,local,Female,5,2016
Deaf-Blind,60001,local,Male,2,2016
Intellectual disable,60001,local,Female,7,2016
Intellectual disable,60001,local,Male,8,2016
Mental disable,60001,local,Female,14,2016
Mental disable,60001,local,Male,17,2016
Multiple disable,60001,local,Female,10,2016
Multiple disable,60001,local,Male,20,2016
No disability,60001,local,Female,14374,2016
No disability,60001,local,Male,14061,2016
Physical,60001,local,Female,169,2016
Physical,60001,local,Male,202,2016
Speech problem,60001,local,Female,27,2016
Speech problem,60001,local,Male,43,2016
Blind/low vision,60007,local,Female,50,2016
Blind/low vision,60007,local,Male,48,2016
Deaf/hard of hearing,60007,local,Female,40,2016
Deaf/hard of hearing,60007,local,Male,41,2016
Deaf-Blind,60007,local,Female,2,2016
Deaf-Blind,60007,local,Male,3,2016
Intellectual disable,60007,local,Female,8,2016
Intellectual disable,60007,local,Male,8,2016
Mental disable,60007,local,Female,8,2016
Mental disable,60007,local,Male,12,2016
Multiple disable,60007,local,Female,11,2016
Multiple disable,60007,local,Male,20,2016
No disability,60007,local,Female,11121,2016
No disability,60007,local,Male,10398,2016
Physical,60007,local,Female,97,2016
Physical,60007,local,Male,122,2016
Speech problem,60007,local,Female,21,2016
Speech problem,60007,local,Male,23,2016
Blind/low vision,60002,local,Female,69,2016
Blind/low vision,60002,local,Male,61,2016
Deaf/hard of hearing,60002,local,Female,49,2016
Deaf/hard of hearing,60002,local,Male,47,2016
Deaf-Blind,60002,local,Female,2,2016
Deaf-Blind,60002,local,Male,4,2016
Intellectual disable,60002,local,Female,3,2016
Intellectual disable,60002,local,Male,12,2016
Mental disable,60002,local,Female,1,2016
Mental disable,60002,local,Male,2,2016
Multiple disable,60002,local,Female,12,2016
Multiple disable,60002,local,Male,14,2016
No disability,60002,local,Female,9534,2016
No disability,60002,local,Male,8714,2016
Physical,60002,local,Female,100,2016
Physical,60002,local,Male,123,2016
Speech problem,60002,local,Female,12,2016
Speech problem,60002,local,Male,19,2016
Blind/low vision,60009,local,Female,51,2016
Blind/low vision,60009,local,Male,59,2016
Deaf/hard of hearing,60009,local,Female,56,2016
Deaf/hard of hearing,60009,local,Male,49,2016
Deaf-Blind,60009,local,Female,3,2016
Deaf-Blind,60009,local,Male,0,2016
Intellectual disable,60009,local,Female,3,2016
Intellectual disable,60009,local,Male,6,2016
Mental disable,60009,local,Female,17,2016
Mental disable,60009,local,Male,10,2016
Multiple disable,60009,local,Female,14,2016
Multiple disable,60009,local,Male,10,2016
No disability,60009,local,Female,14130,2016
No disability,60009,local,Male,12348,2016
Physical,60009,local,Female,78,2016
Physical,60009,local,Male,119,2016
Speech problem,60009,local,Female,40,2016
Speech problem,60009,local,Male,44,2016
Blind/low vision,60006,local,Female,35,2016
Blind/low vision,60006,local,Male,57,2016
Deaf/hard of hearing,60006,local,Female,36,2016
Deaf/hard of hearing,60006,local,Male,26,2016
Deaf-Blind,60006,local,Female,1,2016
Deaf-Blind,60006,local,Male,3,2016
Intellectual disable,60006,local,Female,4,2016
Intellectual disable,60006,local,Male,11,2016
Mental disable,60006,local,Female,8,2016
Mental disable,60006,local,Male,6,2016
Multiple disable,60006,local,Female,14,2016
Multiple disable,60006,local,Male,21,2016
No disability,60006,local,Female,8136,2016
No disability,60006,local,Male,7270,2016
Physical,60006,local,Female,85,2016
Physical,60006,local,Male,135,2016
Speech problem,60006,local,Female,11,2016
Speech problem,60006,local,Male,24,2016
Blind/low vision,60004,local,Female,73,2016
Blind/low vision,60004,local,Male,66,2016
Deaf/hard of hearing,60004,local,Female,46,2016
Deaf/hard of hearing,60004,local,Male,62,2016
Deaf-Blind,60004,local,Female,7,2016
Deaf-Blind,60004,local,Male,8,2016
Intellectual disable,60004,local,Female,5,2016
Intellectual disable,60004,local,Male,1,2016
Mental disable,60004,local,Female,13,2016
Mental disable,60004,local,Male,16,2016
Multiple disable,60004,local,Female,17,2016
Multiple disable,60004,local,Male,21,2016
No disability,60004,local,Female,12769,2016
No disability,60004,local,Male,12647,2016
Physical,60004,local,Female,135,2016
Physical,60004,local,Male,194,2016
Speech problem,60004,local,Female,24,2016
Speech problem,60004,local,Male,45,2016
Blind/low vision,60005,local,Female,138,2016
Blind/low vision,60005,local,Male,105,2016
Deaf/hard of hearing,60005,local,Female,97,2016
Deaf/hard of hearing,60005,local,Male,94,2016
Deaf-Blind,60005,local,Female,9,2016
Deaf-Blind,60005,local,Male,15,2016
Intellectual disable,60005,local,Female,14,2016
Intellectual disable,60005,local,Male,11,2016
Mental disable,60005,local,Female,20,2016
Mental disable,60005,local,Male,28,2016
Multiple disable,60005,local,Female,46,2016
Multiple disable,60005,local,Male,40,2016
No disability,60005,local,Female,20974,2016
No disability,60005,local,Male,19173,2016
Physical,60005,local,Female,298,2016
Physical,60005,local,Male,343,2016
Speech problem,60005,local,Female,63,2016
Speech problem,60005,local,Male,72,2016
Blind/low vision,60010,local,Female,34,2016
Blind/low vision,60010,local,Male,52,2016
Deaf/hard of hearing,60010,local,Female,38,2016
Deaf/hard of hearing,60010,local,Male,50,2016
Deaf-Blind,60010,local,Female,4,2016
Deaf-Blind,60010,local,Male,3,2016
Intellectual disable,60010,local,Female,4,2016
Intellectual disable,60010,local,Male,2,2016
Mental disable,60010,local,Female,7,2016
Mental disable,60010,local,Male,16,2016
Multiple disable,60010,local,Female,31,2016
Multiple disable,60010,local,Male,29,2016
No disability,60010,local,Female,10516,2016
No disability,60010,local,Male,9719,2016
Physical,60010,local,Female,97,2016
Physical,60010,local,Male,142,2016
Speech problem,60010,local,Female,26,2016
Speech problem,60010,local,Male,32,2016
Blind/low vision,60003,local,Female,65,2016
Blind/low vision,60003,local,Male,76,2016
Deaf/hard of hearing,60003,local,Female,60,2016
Deaf/hard of hearing,60003,local,Male,67,2016
Deaf-Blind,60003,local,Female,9,2016
Deaf-Blind,60003,local,Male,10,2016
Intellectual disable,60003,local,Female,3,2016
Intellectual disable,60003,local,Male,8,2016
Mental disable,60003,local,Female,10,2016
Mental disable,60003,local,Male,8,2016
Multiple disable,60003,local,Female,16,2016
Multiple disable,60003,local,Male,23,2016
No disability,60003,local,Female,10459,2016
No disability,60003,local,Male,10027,2016
Physical,60003,local,Female,141,2016
Physical,60003,local,Male,187,2016
Speech problem,60003,local,Female,30,2016
Speech problem,60003,local,Male,34,2016
Blind/low vision,60008,local,Female,58,2016
Blind/low vision,60008,local,Male,42,2016
Deaf/hard of hearing,60008,local,Female,42,2016
Deaf/hard of hearing,60008,local,Male,53,2016
Deaf-Blind,60008,local,Female,6,2016
Deaf-Blind,60008,local,Male,6,2016
Intellectual disable,60008,local,Female,5,2016
Intellectual disable,60008,local,Male,8,2016
Mental disable,60008,local,Female,3,2016
Mental disable,60008,local,Male,8,2016
Multiple disable,60008,local,Female,14,2016
Multiple disable,60008,local,Male,16,2016
No disability,60008,local,Female,10114,2016
No disability,60008,local,Male,8611,2016
Physical,60008,local,Female,86,2016
Physical,60008,local,Male,149,2016
Speech problem,60008,local,Female,16,2016
Speech problem,60008,local,Male,40,2016
Blind/low vision,60011,local,Female,68,2016
Blind/low vision,60011,local,Male,85,2016
Deaf/hard of hearing,60011,local,Female,48,2016
Deaf/hard of hearing,60011,local,Male,69,2016
Deaf-Blind,60011,local,Female,5,2016
Deaf-Blind,60011,local,Male,6,2016
Intellectual disable,60011,local,Female,3,2016
Intellectual disable,60011,local,Male,6,2016
Mental disable,60011,local,Female,12,2016
Mental disable,60011,local,Male,12,2016
Multiple disable,60011,local,Female,11,2016
Multiple disable,60011,local,Male,23,2016
No disability,60011,local,Female,9199,2016
No disability,60011,local,Male,8955,2016
Physical,60011,local,Female,144,2016
Physical,60011,local,Male,201,2016
Speech problem,60011,local,Female,17,2016
Speech problem,60011,local,Male,32,2016
Blind/low vision,25,district,Female,147,2016
Blind/low vision,25,district,Male,128,2016
Deaf/hard of hearing,25,district,Female,248,2016
Deaf/hard of hearing,25,district,Male,362,2016
Deaf-Blind,25,district,Female,7,2016
Deaf-Blind,25,district,Male,9,2016
Intellectual disable,25,district,Female,34,2016
Intellectual disable,25,district,Male,30,2016
Mental disable,25,district,Female,32,2016
Mental disable,25,district,Male,17,2016
Multiple disable,25,district,Female,112,2016
Multiple disable,25,district,Male,120,2016
No disability,25,district,Female,23768,2016
No disability,25,district,Male,23774,2016
Physical,25,district,Female,404,2016
Physical,25,district,Male,501,2016
Speech problem,25,district,Female,104,2016
Speech problem,25,district,Male,136,2016
Blind/low vision,66001,local,Female,13,2016
Blind/low vision,66001,local,Male,10,2016
Deaf/hard of hearing,66001,local,Female,33,2016
Deaf/hard of hearing,66001,local,Male,39,2016
Deaf-Blind,66001,local,Female,0,2016
Deaf-Blind,66001,local,Male,2,2016
Intellectual disable,66001,local,Female,0,2016
Intellectual disable,66001,local,Male,4,2016
Mental disable,66001,local,Female,1,2016
Mental disable,66001,local,Male,2,2016
Multiple disable,66001,local,Female,5,2016
Multiple disable,66001,local,Male,5,2016
No disability,66001,local,Female,3454,2016
No disability,66001,local,Male,3384,2016
Physical,66001,local,Female,63,2016
Physical,66001,local,Male,78,2016
Speech problem,66001,local,Female,4,2016
Speech problem,66001,local,Male,19,2016
Blind/low vision,66005,local,Female,22,2016
Blind/low vision,66005,local,Male,16,2016
Deaf/hard of hearing,66005,local,Female,43,2016
Deaf/hard of hearing,66005,local,Male,68,2016
Deaf-Blind,66005,local,Female,3,2016
Deaf-Blind,66005,local,Male,1,2016
Intellectual disable,66005,local,Female,4,2016
Intellectual disable,66005,local,Male,2,2016
Mental disable,66005,local,Female,3,2016
Mental disable,66005,local,Male,4,2016
Multiple disable,66005,local,Female,23,2016
Multiple disable,66005,local,Male,29,2016
No disability,66005,local,Female,4700,2016
No disability,66005,local,Male,4747,2016
Physical,66005,local,Female,71,2016
Physical,66005,local,Male,82,2016
Speech problem,66005,local,Female,22,2016
Speech problem,66005,local,Male,28,2016
Blind/low vision,66004,local,Female,15,2016
Blind/low vision,66004,local,Male,15,2016
Deaf/hard of hearing,66004,local,Female,24,2016
Deaf/hard of hearing,66004,local,Male,14,2016
Deaf-Blind,66004,local,Female,1,2016
Deaf-Blind,66004,local,Male,0,2016
Intellectual disable,66004,local,Female,0,2016
Intellectual disable,66004,local,Male,0,2016
Mental disable,66004,local,Female,7,2016
Mental disable,66004,local,Male,0,2016
Multiple disable,66004,local,Female,5,2016
Multiple disable,66004,local,Male,4,2016
No disability,66004,local,Female,1924,2016
No disability,66004,local,Male,1827,2016
Physical,66004,local,Female,27,2016
Physical,66004,local,Male,16,2016
Speech problem,66004,local,Female,11,2016
Speech problem,66004,local,Male,10,2016
Blind/low vision,66003,local,Female,18,2016
Blind/low vision,66003,local,Male,10,2016
Deaf/hard of hearing,66003,local,Female,49,2016
Deaf/hard of hearing,66003,local,Male,85,2016
Deaf-Blind,66003,local,Female,0,2016
Deaf-Blind,66003,local,Male,1,2016
Intellectual disable,66003,local,Female,6,2016
Intellectual disable,66003,local,Male,7,2016
Mental disable,66003,local,Female,3,2016
Mental disable,66003,local,Male,3,2016
Multiple disable,66003,local,Female,22,2016
Multiple disable,66003,local,Male,26,2016
No disability,66003,local,Female,2874,2016
No disability,66003,local,Male,2746,2016
Physical,66003,local,Female,51,2016
Physical,66003,local,Male,68,2016
Speech problem,66003,local,Female,21,2016
Speech problem,66003,local,Male,21,2016
Blind/low vision,66002,local,Female,16,2016
Blind/low vision,66002,local,Male,19,2016
Deaf/hard of hearing,66002,local,Female,33,2016
Deaf/hard of hearing,66002,local,Male,34,2016
Deaf-Blind,66002,local,Female,1,2016
Deaf-Blind,66002,local,Male,0,2016
Intellectual disable,66002,local,Female,1,2016
Intellectual disable,66002,local,Male,1,2016
Mental disable,66002,local,Female,2,2016
Mental disable,66002,local,Male,1,2016
Multiple disable,66002,local,Female,10,2016
Multiple disable,66002,local,Male,6,2016
No disability,66002,local,Female,2624,2016
No disability,66002,local,Male,2646,2016
Physical,66002,local,Female,30,2016
Physical,66002,local,Male,61,2016
Speech problem,66002,local,Female,12,2016
Speech problem,66002,local,Male,20,2016
Blind/low vision,66006,local,Female,49,2016
Blind/low vision,66006,local,Male,44,2016
Deaf/hard of hearing,66006,local,Female,57,2016
Deaf/hard of hearing,66006,local,Male,106,2016
Deaf-Blind,66006,local,Female,2,2016
Deaf-Blind,66006,local,Male,5,2016
Intellectual disable,66006,local,Female,22,2016
Intellectual disable,66006,local,Male,15,2016
Mental disable,66006,local,Female,15,2016
Mental disable,66006,local,Male,7,2016
Multiple disable,66006,local,Female,45,2016
Multiple disable,66006,local,Male,49,2016
No disability,66006,local,Female,5242,2016
No disability,66006,local,Male,5552,2016
Physical,66006,local,Female,127,2016
Physical,66006,local,Male,160,2016
Speech problem,66006,local,Female,30,2016
Speech problem,66006,local,Male,30,2016
Blind/low vision,66007,local,Female,14,2016
Blind/low vision,66007,local,Male,14,2016
Deaf/hard of hearing,66007,local,Female,9,2016
Deaf/hard of hearing,66007,local,Male,16,2016
Deaf-Blind,66007,local,Female,0,2016
Deaf-Blind,66007,local,Male,0,2016
Intellectual disable,66007,local,Female,1,2016
Intellectual disable,66007,local,Male,1,2016
Mental disable,66007,local,Female,1,2016
Mental disable,66007,local,Male,0,2016
Multiple disable,66007,local,Female,2,2016
Multiple disable,66007,local,Male,1,2016
No disability,66007,local,Female,2950,2016
No disability,66007,local,Male,2872,2016
Physical,66007,local,Female,35,2016
Physical,66007,local,Male,36,2016
Speech problem,66007,local,Female,4,2016
Speech problem,66007,local,Male,8,2016
Blind/low vision,29,district,Female,275,2016
Blind/low vision,29,district,Male,303,2016
Deaf/hard of hearing,29,district,Female,370,2016
Deaf/hard of hearing,29,district,Male,492,2016
Deaf-Blind,29,district,Female,19,2016
Deaf-Blind,29,district,Male,32,2016
Intellectual disable,29,district,Female,16,2016
Intellectual disable,29,district,Male,28,2016
Mental disable,29,district,Female,57,2016
Mental disable,29,district,Male,53,2016
Multiple disable,29,district,Female,69,2016
Multiple disable,29,district,Male,81,2016
No disability,29,district,Female,52515,2016
No disability,29,district,Male,51772,2016
Physical,29,district,Female,425,2016
Physical,29,district,Male,613,2016
Speech problem,29,district,Female,153,2016
Speech problem,29,district,Male,222,2016
Blind/low vision,63004,local,Female,51,2016
Blind/low vision,63004,local,Male,57,2016
Deaf/hard of hearing,63004,local,Female,50,2016
Deaf/hard of hearing,63004,local,Male,76,2016
Deaf-Blind,63004,local,Female,2,2016
Deaf-Blind,63004,local,Male,4,2016
Intellectual disable,63004,local,Female,0,2016
Intellectual disable,63004,local,Male,3,2016
Mental disable,63004,local,Female,6,2016
Mental disable,63004,local,Male,5,2016
Multiple disable,63004,local,Female,11,2016
Multiple disable,63004,local,Male,9,2016
No disability,63004,local,Female,6427,2016
No disability,63004,local,Male,6327,2016
Physical,63004,local,Female,52,2016
Physical,63004,local,Male,69,2016
Speech problem,63004,local,Female,27,2016
Speech problem,63004,local,Male,40,2016
Blind/low vision,63006,local,Female,40,2016
Blind/low vision,63006,local,Male,36,2016
Deaf/hard of hearing,63006,local,Female,41,2016
Deaf/hard of hearing,63006,local,Male,48,2016
Deaf-Blind,63006,local,Female,1,2016
Deaf-Blind,63006,local,Male,5,2016
Intellectual disable,63006,local,Female,0,2016
Intellectual disable,63006,local,Male,4,2016
Mental disable,63006,local,Female,9,2016
Mental disable,63006,local,Male,7,2016
Multiple disable,63006,local,Female,6,2016
Multiple disable,63006,local,Male,16,2016
No disability,63006,local,Female,5790,2016
No disability,63006,local,Male,5842,2016
Physical,63006,local,Female,48,2016
Physical,63006,local,Male,64,2016
Speech problem,63006,local,Female,12,2016
Speech problem,63006,local,Male,24,2016
Blind/low vision,63008,local,Female,43,2016
Blind/low vision,63008,local,Male,35,2016
Deaf/hard of hearing,63008,local,Female,46,2016
Deaf/hard of hearing,63008,local,Male,42,2016
Deaf-Blind,63008,local,Female,2,2016
Deaf-Blind,63008,local,Male,0,2016
Intellectual disable,63008,local,Female,2,2016
Intellectual disable,63008,local,Male,1,2016
Mental disable,63008,local,Female,6,2016
Mental disable,63008,local,Male,4,2016
Multiple disable,63008,local,Female,5,2016
Multiple disable,63008,local,Male,8,2016
No disability,63008,local,Female,6559,2016
No disability,63008,local,Male,6641,2016
Physical,63008,local,Female,55,2016
Physical,63008,local,Male,99,2016
Speech problem,63008,local,Female,23,2016
Speech problem,63008,local,Male,36,2016
Blind/low vision,63005,local,Female,19,2016
Blind/low vision,63005,local,Male,33,2016
Deaf/hard of hearing,63005,local,Female,72,2016
Deaf/hard of hearing,63005,local,Male,90,2016
Deaf-Blind,63005,local,Female,3,2016
Deaf-Blind,63005,local,Male,10,2016
Intellectual disable,63005,local,Female,5,2016
Intellectual disable,63005,local,Male,0,2016
Mental disable,63005,local,Female,6,2016
Mental disable,63005,local,Male,11,2016
Multiple disable,63005,local,Female,2,2016
Multiple disable,63005,local,Male,5,2016
No disability,63005,local,Female,7106,2016
No disability,63005,local,Male,7036,2016
Physical,63005,local,Female,51,2016
Physical,63005,local,Male,82,2016
Speech problem,63005,local,Female,19,2016
Speech problem,63005,local,Male,21,2016
Blind/low vision,63001,local,Female,44,2016
Blind/low vision,63001,local,Male,57,2016
Deaf/hard of hearing,63001,local,Female,60,2016
Deaf/hard of hearing,63001,local,Male,93,2016
Deaf-Blind,63001,local,Female,3,2016
Deaf-Blind,63001,local,Male,4,2016
Intellectual disable,63001,local,Female,2,2016
Intellectual disable,63001,local,Male,6,2016
Mental disable,63001,local,Female,12,2016
Mental disable,63001,local,Male,13,2016
Multiple disable,63001,local,Female,18,2016
Multiple disable,63001,local,Male,16,2016
No disability,63001,local,Female,9448,2016
No disability,63001,local,Male,9057,2016
Physical,63001,local,Female,66,2016
Physical,63001,local,Male,87,2016
Speech problem,63001,local,Female,25,2016
Speech problem,63001,local,Male,36,2016
Blind/low vision,63002,local,Female,14,2016
Blind/low vision,63002,local,Male,22,2016
Deaf/hard of hearing,63002,local,Female,17,2016
Deaf/hard of hearing,63002,local,Male,32,2016
Deaf-Blind,63002,local,Female,3,2016
Deaf-Blind,63002,local,Male,4,2016
Intellectual disable,63002,local,Female,3,2016
Intellectual disable,63002,local,Male,4,2016
Mental disable,63002,local,Female,5,2016
Mental disable,63002,local,Male,3,2016
Multiple disable,63002,local,Female,11,2016
Multiple disable,63002,local,Male,8,2016
No disability,63002,local,Female,4898,2016
No disability,63002,local,Male,4725,2016
Physical,63002,local,Female,38,2016
Physical,63002,local,Male,50,2016
Speech problem,63002,local,Female,14,2016
Speech problem,63002,local,Male,19,2016
Blind/low vision,63003,local,Female,31,2016
Blind/low vision,63003,local,Male,32,2016
Deaf/hard of hearing,63003,local,Female,39,2016
Deaf/hard of hearing,63003,local,Male,37,2016
Deaf-Blind,63003,local,Female,2,2016
Deaf-Blind,63003,local,Male,3,2016
Intellectual disable,63003,local,Female,1,2016
Intellectual disable,63003,local,Male,5,2016
Mental disable,63003,local,Female,8,2016
Mental disable,63003,local,Male,4,2016
Multiple disable,63003,local,Female,10,2016
Multiple disable,63003,local,Male,8,2016
No disability,63003,local,Female,5183,2016
No disability,63003,local,Male,5050,2016
Physical,63003,local,Female,50,2016
Physical,63003,local,Male,67,2016
Speech problem,63003,local,Female,6,2016
Speech problem,63003,local,Male,17,2016
Blind/low vision,63007,local,Female,33,2016
Blind/low vision,63007,local,Male,31,2016
Deaf/hard of hearing,63007,local,Female,45,2016
Deaf/hard of hearing,63007,local,Male,74,2016
Deaf-Blind,63007,local,Female,3,2016
Deaf-Blind,63007,local,Male,2,2016
Intellectual disable,63007,local,Female,3,2016
Intellectual disable,63007,local,Male,5,2016
Mental disable,63007,local,Female,5,2016
Mental disable,63007,local,Male,6,2016
Multiple disable,63007,local,Female,6,2016
Multiple disable,63007,local,Male,11,2016
No disability,63007,local,Female,7104,2016
No disability,63007,local,Male,7094,2016
Physical,63007,local,Female,65,2016
Physical,63007,local,Male,95,2016
Speech problem,63007,local,Female,27,2016
Speech problem,63007,local,Male,29,2016
Blind/low vision,70,district,Female,830,2016
Blind/low vision,70,district,Male,790,2016
Deaf/hard of hearing,70,district,Female,801,2016
Deaf/hard of hearing,70,district,Male,852,2016
Deaf-Blind,70,district,Female,65,2016
Deaf-Blind,70,district,Male,73,2016
Intellectual disable,70,district,Female,89,2016
Intellectual disable,70,district,Male,112,2016
Mental disable,70,district,Female,246,2016
Mental disable,70,district,Male,286,2016
Multiple disable,70,district,Female,312,2016
Multiple disable,70,district,Male,386,2016
No disability,70,district,Female,175987,2016
No disability,70,district,Male,157145,2016
Physical,70,district,Female,1972,2016
Physical,70,district,Male,2574,2016
Speech problem,70,district,Female,344,2016
Speech problem,70,district,Male,454,2016
Blind/low vision,59008,local,Female,125,2016
Blind/low vision,59008,local,Male,107,2016
Deaf/hard of hearing,59008,local,Female,128,2016
Deaf/hard of hearing,59008,local,Male,138,2016
Deaf-Blind,59008,local,Female,18,2016
Deaf-Blind,59008,local,Male,11,2016
Intellectual disable,59008,local,Female,13,2016
Intellectual disable,59008,local,Male,18,2016
Mental disable,59008,local,Female,26,2016
Mental disable,59008,local,Male,34,2016
Multiple disable,59008,local,Female,25,2016
Multiple disable,59008,local,Male,52,2016
No disability,59008,local,Female,16057,2016
No disability,59008,local,Male,14512,2016
Physical,59008,local,Female,388,2016
Physical,59008,local,Male,517,2016
Speech problem,59008,local,Female,29,2016
Speech problem,59008,local,Male,33,2016
Blind/low vision,59005,local,Female,89,2016
Blind/low vision,59005,local,Male,73,2016
Deaf/hard of hearing,59005,local,Female,71,2016
Deaf/hard of hearing,59005,local,Male,58,2016
Deaf-Blind,59005,local,Female,4,2016
Deaf-Blind,59005,local,Male,9,2016
Intellectual disable,59005,local,Female,3,2016
Intellectual disable,59005,local,Male,7,2016
Mental disable,59005,local,Female,20,2016
Mental disable,59005,local,Male,36,2016
Multiple disable,59005,local,Female,24,2016
Multiple disable,59005,local,Male,21,2016
No disability,59005,local,Female,8496,2016
No disability,59005,local,Male,7764,2016
Physical,59005,local,Female,261,2016
Physical,59005,local,Male,289,2016
Speech problem,59005,local,Female,20,2016
Speech problem,59005,local,Male,30,2016
Blind/low vision,59006,local,Female,135,2016
Blind/low vision,59006,local,Male,130,2016
Deaf/hard of hearing,59006,local,Female,152,2016
Deaf/hard of hearing,59006,local,Male,137,2016
Deaf-Blind,59006,local,Female,10,2016
Deaf-Blind,59006,local,Male,6,2016
Intellectual disable,59006,local,Female,8,2016
Intellectual disable,59006,local,Male,19,2016
Mental disable,59006,local,Female,40,2016
Mental disable,59006,local,Male,31,2016
Multiple disable,59006,local,Female,57,2016
Multiple disable,59006,local,Male,49,2016
No disability,59006,local,Female,23182,2016
No disability,59006,local,Male,19153,2016
Physical,59006,local,Female,244,2016
Physical,59006,local,Male,288,2016
Speech problem,59006,local,Female,55,2016
Speech problem,59006,local,Male,69,2016
Blind/low vision,59001,local,Female,61,2016
